6,1,1066.500000,330.000000,844.000000,748.000000,-1,-1,-1
7,1,1068.000000,330.000000,844.000000,746.500000,-1,-1,-1
8,1,1069.500000,328.500000,841.000000,748.000000,-1,-1,-1
9,1,1071.000000,328.500000,838.000000,748.000000,-1,-1,-1
10,1,1071.000000,328.500000,839.500000,748.000000,-1,-1,-1
11,1,1075.500000,322.500000,827.500000,751.000000,-1,-1,-1
12,1,1075.500000,322.500000,827.500000,749.500000,-1,-1,-1
13,1,1077.000000,321.000000,824.500000,749.500000,-1,-1,-1
14,1,1078.500000,319.500000,805.000000,743.500000,-1,-1,-1
15,1,1078.500000,319.500000,806.500000,743.500000,-1,-1,-1
16,1,984.000000,316.500000,895.000000,751.000000,-1,-1,-1
17,1,976.500000,315.000000,899.500000,751.000000,-1,-1,-1
18,1,969.000000,313.500000,907.000000,752.500000,-1,-1,-1
19,1,963.000000,312.000000,910.000000,752.500000,-1,-1,-1
20,1,955.500000,310.500000,922.000000,755.500000,-1,-1,-1
21,1,925.500000,309.000000,961.000000,761.500000,-1,-1,-1
22,1,916.500000,307.500000,970.000000,763.000000,-1,-1,-1
23,1,907.500000,307.500000,979.000000,763.000000,-1,-1,-1
24,1,900.000000,306.000000,985.000000,763.000000,-1,-1,-1
25,1,892.500000,306.000000,995.500000,764.500000,-1,-1,-1
26,1,882.000000,306.000000,1013.500000,769.000000,-1,-1,-1
27,1,873.000000,306.000000,1027.000000,772.000000,-1,-1,-1
28,1,867.000000,306.000000,1028.500000,769.000000,-1,-1,-1
29,1,858.000000,304.500000,1043.500000,773.500000,-1,-1,-1
30,1,852.000000,304.500000,1048.000000,773.500000,-1,-1,-1
31,1,849.000000,304.500000,1055.500000,776.500000,-1,-1,-1
32,1,841.500000,304.500000,1069.000000,778.000000,-1,-1,-1
33,1,835.500000,304.500000,1070.500000,776.500000,-1,-1,-1
34,1,829.500000,303.000000,1081.000000,779.500000,-1,-1,-1
35,1,823.500000,303.000000,1087.000000,778.000000,-1,-1,-1
36,1,826.500000,301.500000,1090.000000,779.500000,-1,-1,-1
37,1,822.000000,301.500000,1094.500000,779.500000,-1,-1,-1
38,1,816.000000,300.000000,1103.500000,784.000000,-1,-1,-1
39,1,811.500000,300.000000,1109.500000,784.000000,-1,-1,-1
40,1,807.000000,300.000000,1117.000000,784.000000,-1,-1,-1
41,1,817.500000,301.500000,1112.500000,782.500000,-1,-1,-1
42,1,814.500000,301.500000,1114.000000,781.000000,-1,-1,-1
43,1,810.000000,301.500000,1121.500000,782.500000,-1,-1,-1
44,1,807.000000,301.500000,1126.000000,781.000000,-1,-1,-1
45,1,802.500000,301.500000,1135.000000,782.500000,-1,-1,-1
46,1,813.000000,307.500000,1127.500000,779.500000,-1,-1,-1
47,1,810.000000,307.500000,1132.000000,781.000000,-1,-1,-1
48,1,807.000000,307.500000,1138.000000,781.000000,-1,-1,-1
49,1,805.500000,307.500000,1145.500000,782.500000,-1,-1,-1
50,1,802.500000,309.000000,1150.000000,781.000000,-1,-1,-1
51,1,811.500000,312.000000,1139.500000,778.000000,-1,-1,-1
52,1,811.500000,312.000000,1132.000000,772.000000,-1,-1,-1
53,1,810.000000,313.500000,1135.000000,769.000000,-1,-1,-1
54,1,808.500000,313.500000,1129.000000,766.000000,-1,-1,-1
55,1,807.000000,313.500000,1135.000000,764.500000,-1,-1,-1
56,1,819.000000,315.000000,1123.000000,766.000000,-1,-1,-1
57,1,817.500000,316.500000,1127.500000,769.000000,-1,-1,-1
58,1,816.000000,316.500000,1136.500000,772.000000,-1,-1,-1
59,1,816.000000,318.000000,1111.000000,760.000000,-1,-1,-1
60,1,816.000000,318.000000,1105.000000,757.000000,-1,-1,-1
61,1,828.000000,318.000000,1097.500000,758.500000,-1,-1,-1
62,1,828.000000,318.000000,1097.500000,757.000000,-1,-1,-1
63,1,829.500000,319.500000,1096.000000,754.000000,-1,-1,-1
64,1,829.500000,319.500000,1099.000000,755.500000,-1,-1,-1
65,1,831.000000,319.500000,1109.500000,760.000000,-1,-1,-1
